tape,step,day,hour,farmer_action,hands_actions,market_actions
2,501,21,21,EAST,SOUTH; WATER; HARVEST; CARE; CARE; WEST; EAST; COLLECT_FERTILIZER; SOUTH; FEED,
2,502,21,22,WATER,PLACE STRAWBERRY 14; SOUTH; PLANT WHEAT; COLLECT_FERTILIZER; HARVEST; WATER; WATER; WATER; CARE,SELL STRAWBERRY 14
2,503,21,23,PASS,WATER; WATER; HARVEST; COLLECT_FERTILIZER,
2,504,22,0,PICKUP WHEAT 5,,SELL FERTILIZER 14; BUY_SEED WHEAT 9; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
2,505,22,1,EAST,PICKUP WHEAT 2; WEST; WEST; PICKUP WHEAT 5; PICKUP FERTILIZER 3; WEST; WEST; PICKUP WHEAT 5,HIRE; HIRE; HIRE
2,506,22,2,FEED,EAST; WEST; SOUTH; WEST; NORTH; SOUTH; WEST; FEED; NORTH; EAST; WEST,
2,507,22,3,CARE,FEED; HARVEST; SOUTH; FEED; NORTH; SOUTH; WEST; CARE; NORTH; EAST; WEST,
2,508,22,4,COLLECT_FERTILIZER,CARE; WEST; SOUTH; CARE; NORTH; HARVEST; WEST; COLLECT_FERTILIZER; NORTH; NORTH; NORTH,
2,509,22,5,HARVEST,COLLECT_FERTILIZER; HARVEST; SOUTH; COLLECT_FERTILIZER; NORTH; EAST; WEST; NORTH; NORTH; NORTH; NORTH,
2,510,22,6,NORTH,HARVEST; SOUTH; WATER; NORTH; FERTILIZE; HARVEST; NORTH; FEED; WATER; NORTH; WATER,
2,511,22,7,FEED,EAST; HARVEST; WEST; FEED; WATER; SOUTH; WATER; CARE; WEST; WATER; HARVEST,
2,512,22,8,CARE,FEED; EAST; WATER; CARE; EAST; HARVEST; HARVEST; COLLECT_FERTILIZER; NORTH; NORTH; PLANT WHEAT,SELL WHEAT 7
2,513,22,9,COLLECT_FERTILIZER,CARE; HARVEST; WEST; COLLECT_FERTILIZER; FERTILIZE; NORTH; PLANT WHEAT; NORTH; WATER; NORTH; WATER,
2,514,22,10,NORTH,COLLECT_FERTILIZER; SOUTH; WATER; WEST; WATER; NORTH; WATER; FEED; WEST; WATER; WEST,
2,515,22,11,FEED,NORTH; HARVEST; HARVEST; FEED; EAST; HARVEST; SOUTH; CARE; WEST; WEST; SOUTH,SELL WOOL 12
2,516,22,12,CARE,WATER; EAST; PLANT WHEAT; CARE; SOUTH; NORTH; WATER; COLLECT_FERTILIZER; HARVEST; SOUTH; WATER,SELL WHEAT 22
2,517,22,13,COLLECT_FERTILIZER,EAST; NORTH; WATER; COLLECT_FERTILIZER; FERTILIZE; PLACE STRAWBERRY 8; SOUTH; NORTH; DIG; WATER; HARVEST,SELL STRAWBERRY 8
2,518,22,14,HARVEST,WATER; HARVEST; WEST; SOUTH; WATER; WEST; SOUTH; FEED; PLANT WHEAT; WEST; PLANT WHEAT,
2,519,22,15,EAST,SOUTH; NORTH; NORTH; FEED; EAST; WEST; WATER; CARE; WATER; WEST; WATER,
2,520,22,16,FEED,WATER; HARVEST; WATER; CARE; EAST; WEST; HARVEST; COLLECT_FERTILIZER; WEST; WEST; WEST,
2,521,22,17,CARE,EAST; EAST; HARVEST; COLLECT_FERTILIZER; WATER; WEST; PLANT WHEAT; WEST; HARVEST; WEST; NORTH,SELL MILK 12
2,522,22,18,COLLECT_FERTILIZER,WATER; HARVEST; PLANT WHEAT; HARVEST; NORTH; NORTH; WATER; SOUTH; DIG; WEST; HARVEST,
2,523,22,19,SOUTH,NORTH; PLACE STRAWBERRY 16; WATER; WEST; WATER; NORTH; EAST; FEED; PLANT WHEAT; HARVEST; DIG,SELL STRAWBERRY 16
2,524,22,20,FEED,HARVEST; EAST; EAST; FEED; WEST; HARVEST; WATER; CARE; WATER; DIG; PLANT WHEAT,
2,525,22,21,CARE,NORTH; NORTH; WATER; CARE; WATER; DIG; WEST; COLLECT_FERTILIZER; WEST; PLANT WHEAT; WATER,
2,526,22,22,COLLECT_FERTILIZER,HARVEST; NORTH; EAST; COLLECT_FERTILIZER; SOUTH; PLANT WHEAT; NORTH; SOUTH; WATER; WATER; NORTH,
2,527,22,23,NORTH,WEST; HARVEST; HARVEST; HARVEST; WATER; WATER; HARVEST; WATER,
2,528,23,0,PICKUP WHEAT 5,,BUY_SEED WHEAT 9; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
2,529,23,1,WEST,NORTH; SOUTH; NORTH; PICKUP WHEAT 5; EAST; WEST; WEST; WEST; PICKUP WHEAT 5,SELL STRAWBERRY 13; SELL WOOL 10; HIRE; HIRE; BUY_PRODUCT FERTILIZER 4
2,530,23,2,FEED,NORTH; WATER; PICKUP WHEAT 2; FEED; EAST; WATER; WATER; WEST; FEED; EAST; NORTH,
2,531,23,3,CARE,NORTH; WEST; EAST; CARE; NORTH; WEST; PICKUP FERTILIZER 1; WEST; CARE; EAST; HARVEST,
2,532,23,4,COLLECT_FERTILIZER,NORTH; WATER; FEED; COLLECT_FERTILIZER; HARVEST; WATER; WEST; NORTH; COLLECT_FERTILIZER; EAST; WEST,
2,533,23,5,HARVEST,HARVEST; SOUTH; CARE; HARVEST; EAST; SOUTH; SOUTH; NORTH; NORTH; NORTH; WEST,
2,534,23,6,NORTH,SOUTH; WATER; COLLECT_FERTILIZER; NORTH; HARVEST; WATER; SOUTH; WATER; FEED; NORTH; NORTH,SELL FERTILIZER 10
2,535,23,7,FEED,HARVEST; EAST; EAST; FEED; SOUTH; SOUTH; SOUTH; EAST; CARE; NORTH; WATER,
2,536,23,8,CARE,EAST; WATER; FEED; CARE; HARVEST; WATER; FERTILIZE; NORTH; COLLECT_FERTILIZER; NORTH; WEST,
2,537,23,9,COLLECT_FERTILIZER,HARVEST; SOUTH; CARE; COLLECT_FERTILIZER; EAST; WEST; WATER; WATER; NORTH; WATER; SOUTH,
2,538,23,10,WEST,NORTH; WATER; COLLECT_FERTILIZER; NORTH; HARVEST; WATER; WEST; EAST; FEED; NORTH; WATER,
2,539,23,11,FEED,HARVEST; SOUTH; EAST; FEED; WEST; HARVEST; WATER; WATER; CARE; WATER; SOUTH,
2,540,23,12,CARE,EAST; WATER; EAST; CARE; WEST; PLANT WHEAT; HARVEST; NORTH; COLLECT_FERTILIZER; HARVEST; HARVEST,SELL FERTILIZER 10
2,541,23,13,COLLECT_FERTILIZER,HARVEST; WEST; NORTH; COLLECT_FERTILIZER; WEST; WATER; PLANT WHEAT; WATER; EAST; PLANT WHEAT; WEST,
2,542,23,14,SOUTH,SOUTH; WATER; WATER; NORTH; WEST; NORTH; WATER; WEST; FEED; WATER; WATER,SELL MILK 8
2,543,23,15,FEED,HARVEST; NORTH; FEED; PLACE STRAWBERRY 8; WATER; WEST; WEST; CARE; EAST; SOUTH,SELL STRAWBERRY 8
2,544,23,16,CARE,SOUTH; WATER; CARE; WEST; WEST; SOUTH; WEST; COLLECT_FERTILIZER; WATER; WATER,SELL WHEAT 2
2,545,23,17,COLLECT_FERTILIZER,HARVEST; WEST; COLLECT_FERTILIZER; NORTH; WATER; WATER; WATER; HARVEST; HARVEST,
2,546,23,18,WEST,WEST; DIG; WEST; NORTH; HARVEST; WEST; HARVEST; SOUTH; PLANT WHEAT,
2,547,23,19,FEED,WEST; PLANT WHEAT; SOUTH; HARVEST; PLANT WHEAT; WATER; PLANT WHEAT; FEED; WATER,
2,548,23,20,CARE,SOUTH; WATER; FEED; NORTH; WATER; HARVEST; WATER; CARE; SOUTH,
2,549,23,21,COLLECT_FERTILIZER,SOUTH; CARE; HARVEST; SOUTH; PLANT WHEAT; SOUTH; COLLECT_FERTILIZER; WATER,
2,550,23,22,SOUTH,PLACE STRAWBERRY 13; COLLECT_FERTILIZER; NORTH; SOUTH; WATER; WATER,SELL STRAWBERRY 13
2,551,23,23,WATER,HARVEST; WATER; WATER,
2,552,24,0,PICKUP WHEAT 5,,SELL WOOL 24; SELL FERTILIZER 15; BUY_SEED WHEAT 9; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
2,553,24,1,WEST,PICKUP WHEAT 5; SOUTH; WEST; EAST; WEST; WEST; WEST,HIRE; HIRE; HIRE; HIRE; BUY_PRODUCT FERTILIZER 4
2,554,24,2,EAST,FEED; SOUTH; WEST; EAST; PICKUP WHEAT 5; WEST; WEST; EAST; PICKUP WHEAT 5; WEST; EAST,SELL FERTILIZER 4
2,555,24,3,EAST,CARE; SOUTH; WEST; EAST; WEST; HARVEST; WEST; NORTH; FEED; WEST; NORTH,
2,556,24,4,EAST,COLLECT_FERTILIZER; SOUTH; WEST; NORTH; FEED; EAST; WEST; NORTH; CARE; WEST; NORTH,
2,557,24,5,FEED,NORTH; WATER; WEST; DIG; CARE; HARVEST; WEST; NORTH; COLLECT_FERTILIZER; WEST; NORTH,SELL FERTILIZER 1
2,558,24,6,CARE,FEED; HARVEST; WATER; PLANT WHEAT; COLLECT_FERTILIZER; EAST; NORTH; NORTH; NORTH; HARVEST; DIG,SELL FERTILIZER 1
2,559,24,7,COLLECT_FERTILIZER,CARE; PLANT WHEAT; HARVEST; WATER; NORTH; HARVEST; NORTH; DIG; FEED; EAST; PLANT WHEAT,
2,560,24,8,HARVEST,COLLECT_FERTILIZER; WATER; PLANT WHEAT; EAST; FEED; SOUTH; WATER; PLANT WHEAT; CARE; NORTH; WATER,
2,561,24,9,EAST,NORTH; WEST; WATER; DIG; CARE; HARVEST; NORTH; WATER; COLLECT_FERTILIZER; NORTH; NORTH,
2,562,24,10,FEED,FEED; WATER; SOUTH; PLANT WHEAT; COLLECT_FERTILIZER; NORTH; WATER; NORTH; NORTH; HARVEST; WATER,
2,563,24,11,CARE,CARE; HARVEST; SOUTH; WATER; WEST; PLACE STRAWBERRY 8; NORTH; WATER; FEED; NORTH; WEST,SELL STRAWBERRY 8
2,564,24,12,COLLECT_FERTILIZER,COLLECT_FERTILIZER; PLANT WHEAT; WATER; WEST; FEED; WEST; WATER; EAST; CARE; WATER; WATER,
2,565,24,13,HARVEST,HARVEST; WATER; SOUTH; NORTH; CARE; SOUTH; HARVEST; WATER; COLLECT_FERTILIZER; WEST; HARVEST,
2,566,24,14,EAST,EAST; WEST; WATER; DIG; COLLECT_FERTILIZER; HARVEST; PLANT WHEAT; SOUTH; NORTH; WATER; PLANT WHEAT,
2,567,24,15,DIG,FEED; WATER; HARVEST; PLANT WHEAT; SOUTH; SOUTH; WATER; WATER; FEED; SOUTH; WATER,
2,568,24,16,PLANT WHEAT,CARE; NORTH; PLANT WHEAT; WATER; FEED; HARVEST; EAST; EAST; CARE; WATER; WEST,SELL WHEAT 3
2,569,24,17,WATER,COLLECT_FERTILIZER; NORTH; WATER; EAST; CARE; EAST; WATER; EAST; COLLECT_FERTILIZER; WEST; WEST,
2,570,24,18,EAST,SOUTH; HARVEST; EAST; EAST; COLLECT_FERTILIZER; HARVEST; NORTH; WATER; WEST; SOUTH; WATER,
2,571,24,19,DIG,FEED; NORTH; WATER; HARVEST; HARVEST; SOUTH; WATER; HARVEST; SOUTH; WATER; EAST,
2,572,24,20,PLANT WHEAT,CARE; HARVEST; SOUTH; SOUTH; WEST; HARVEST; EAST; PLANT WHEAT; FEED; WATER,
2,573,24,21,WATER,COLLECT_FERTILIZER; WEST; WATER; HARVEST; FEED; WEST; SOUTH; WATER; CARE; SOUTH,SELL MILK 6
2,574,24,22,PASS,HARVEST; HARVEST; CARE; HARVEST; WATER; WEST; COLLECT_FERTILIZER; WATER,
2,575,24,23,PASS,COLLECT_FERTILIZER; HARVEST,
2,576,25,0,SOUTH,,BUY_SEED WHEAT 9; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
2,577,25,1,PICKUP FERTILIZER 6,WEST; PICKUP WHEAT 5; WEST; PICKUP WHEAT 5; PICKUP WHEAT 2; PICKUP FERTILIZER 5; WEST; PICKUP WHEAT 5; WEST,HIRE; HIRE; BUY_PRODUCT FERTILIZER 4
2,578,25,2,FERTILIZE,WEST; FEED; WEST; WEST; EAST; SOUTH; WEST; FEED; WEST; WEST; WEST,
2,579,25,3,WATER,NORTH; CARE; NORTH; FEED; FEED; FERTILIZE; WEST; CARE; HARVEST; WEST; NORTH,
2,580,25,4,WEST,NORTH; COLLECT_FERTILIZER; NORTH; CARE; CARE; WATER; WEST; COLLECT_FERTILIZER; EAST; WEST; NORTH,
2,581,25,5,FERTILIZE,NORTH; NORTH; NORTH; COLLECT_FERTILIZER; COLLECT_FERTILIZER; WEST; WEST; HARVEST; EAST; WEST; HARVEST,SELL WOOL 11
2,582,25,6,WATER,WATER; FEED; NORTH; NORTH; EAST; FERTILIZE; SOUTH; NORTH; NORTH; NORTH; WEST,SELL FERTILIZER 9
2,583,25,7,WEST,HARVEST; CARE; WATER; FEED; FEED; WATER; WATER; FEED; HARVEST; NORTH; WEST,
2,584,25,8,FERTILIZE,PLANT WHEAT; COLLECT_FERTILIZER; HARVEST; CARE; CARE; SOUTH; SOUTH; CARE; SOUTH; NORTH; NORTH,
2,585,25,9,WATER,WATER; NORTH; PLANT WHEAT; COLLECT_FERTILIZER; COLLECT_FERTILIZER; FERTILIZE; WATER; COLLECT_FERTILIZER; HARVEST; WATER; WATER,
2,586,25,10,WEST,EAST; FEED; WATER; HARVEST; EAST; WATER; HARVEST; NORTH; PLACE WOOL 9; HARVEST; EAST,SELL WOOL 9
2,587,25,11,FERTILIZE,NORTH; CARE; WEST; WEST; EAST; EAST; PLANT WHEAT; FEED; EAST; PLANT WHEAT; EAST,SELL STRAWBERRY 14
2,588,25,12,WATER,WATER; COLLECT_FERTILIZER; NORTH; FEED; NORTH; FERTILIZE; WATER; CARE; EAST; WATER; HARVEST,
2,589,25,13,SOUTH,HARVEST; EAST; WATER; COLLECT_FERTILIZER; DIG; WATER; SOUTH; COLLECT_FERTILIZER; EAST; WEST; EAST,
2,590,25,14,FERTILIZE,PLANT WHEAT; FEED; HARVEST; SOUTH; PLANT WHEAT; SOUTH; SOUTH; NORTH; NORTH; WATER; NORTH,
2,591,25,15,WATER,WATER; CARE; PLANT WHEAT; FEED; WATER; FERTILIZE; WATER; FEED; NORTH; HARVEST; WATER,
2,592,25,16,EAST,WEST; COLLECT_FERTILIZER; WATER; CARE; WEST; WATER; EAST; CARE; WATER; PLANT WHEAT; NORTH,
2,593,25,17,FERTILIZE,WEST; HARVEST; WEST; COLLECT_FERTILIZER; NORTH; WEST; WATER; COLLECT_FERTILIZER; EAST; WATER; HARVEST,SELL MILK 9
2,594,25,18,WATER,WATER; SOUTH; SOUTH; WEST; NORTH; WATER; HARVEST; WEST; DIG; SOUTH; EAST,SELL WHEAT 2
2,595,25,19,SOUTH,HARVEST; FEED; WATER; FEED; DIG; WEST; PLANT WHEAT; SOUTH; PLANT WHEAT; WATER; HARVEST,
2,596,25,20,WATER,PLANT WHEAT; CARE; HARVEST; CARE; PLANT WHEAT; WATER; WATER; FEED; WATER; EAST; EAST,
2,597,25,21,WEST,WATER; COLLECT_FERTILIZER; PLANT WHEAT; COLLECT_FERTILIZER; WATER; SOUTH; NORTH; CARE; NORTH; WATER; HARVEST,
2,598,25,22,WATER,WEST; WATER; WEST; NORTH; WATER; WATER; COLLECT_FERTILIZER; NORTH; EAST; SOUTH,
2,599,25,23,PASS,WATER; WATER; WATER; WATER; CARE; HARVEST,
2,600,26,0,WEST,,SELL FERTILIZER 11; SELL WOOL 11; BUY_SEED WHEAT 8; BUY_SEED CARROT 1; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
2,601,26,1,WEST,SOUTH; PICKUP WHEAT 5; NORTH; WEST; PICKUP WHEAT 5; PICKUP WHEAT 2,HIRE; HIRE; HIRE; HIRE; HIRE; BUY_PRODUCT FERTILIZER 2
2,602,26,2,NORTH,SOUTH; FEED; NORTH; WEST; WEST; EAST; WEST; EAST; PICKUP WHEAT 5; WEST; WEST,SELL FERTILIZER 2
2,603,26,3,NORTH,SOUTH; CARE; NORTH; WEST; FEED; FEED; WEST; NORTH; FEED; SOUTH; WEST,
2,604,26,4,WATER,SOUTH; COLLECT_FERTILIZER; NORTH; WEST; CARE; CARE; WEST; NORTH; COLLECT_FERTILIZER; PICKUP FERTILIZER 1; WEST,
2,605,26,5,HARVEST,SOUTH; NORTH; NORTH; NORTH; COLLECT_FERTILIZER; COLLECT_FERTILIZER; WEST; NORTH; NORTH; WEST; NORTH,SELL MILK 6; SELL FERTILIZER 2
2,606,26,6,PLANT WHEAT,WATER; FEED; WATER; HARVEST; NORTH; HARVEST; WEST; NORTH; FEED; SOUTH; NORTH,SELL FERTILIZER 2
2,607,26,7,WATER,WEST; CARE; EAST; EAST; FEED; EAST; WATER; WATER; CARE; SOUTH; WATER,
2,608,26,8,SOUTH,WATER; COLLECT_FERTILIZER; DIG; EAST; CARE; FEED; NORTH; EAST; COLLECT_FERTILIZER; SOUTH; HARVEST,
2,609,26,9,SOUTH,WEST; NORTH; PLANT CARROT; NORTH; COLLECT_FERTILIZER; CARE; WATER; DIG; NORTH; HARVEST; PLANT WHEAT,SELL FERTILIZER 2
2,610,26,10,SOUTH,WATER; FEED; WATER; NORTH; WEST; COLLECT_FERTILIZER; HARVEST; PLANT CARROT; FEED; FERTILIZE; WATER,
2,611,26,11,HARVEST,HARVEST; CARE; EAST; HARVEST; FEED; EAST; PLANT WHEAT; WATER; CARE; WEST; WEST,
2,612,26,12,EAST,PLANT WHEAT; COLLECT_FERTILIZER; DIG; EAST; CARE; WATER; WATER; SOUTH; COLLECT_FERTILIZER; WATER; WATER,
2,613,26,13,HARVEST,WATER; HARVEST; PLANT CARROT; NORTH; SOUTH; EAST; SOUTH; WATER; NORTH; EAST; HARVEST,
2,614,26,14,EAST,WEST; EAST; WATER; HARVEST; FEED; WATER; SOUTH; EAST; FEED; NORTH; PLANT WHEAT,
2,615,26,15,HARVEST,NORTH; FEED; EAST; SOUTH; CARE; NORTH; SOUTH; SOUTH; CARE; HARVEST; WATER,
2,616,26,16,SOUTH,WATER; CARE; DIG; SOUTH; COLLECT_FERTILIZER; NORTH; SOUTH; WATER; COLLECT_FERTILIZER; NORTH; NORTH,SELL WHEAT 5
2,617,26,17,HARVEST,HARVEST; COLLECT_FERTILIZER; PLANT CARROT; SOUTH; HARVEST; NORTH; WATER; NORTH; WEST; HARVEST; NORTH,SELL STRAWBERRY 7
2,618,26,18,NORTH,PLANT WHEAT; SOUTH; WATER; PLACE WOOL 9; WEST; WATER; SOUTH; WATER; SOUTH; WEST; WATER,SELL MILK 7; SELL WHEAT 29; SELL WOOL 9
2,619,26,19,PLACE STRAWBERRY 7,WATER; FEED; EAST; CARE; FEED; NORTH; WATER; WEST; FEED; HARVEST; NORTH,SELL STRAWBERRY 7
2,620,26,20,SOUTH,NORTH; CARE; WATER; SOUTH; CARE; WATER; HARVEST; WEST; CARE; WEST; WATER,
2,621,26,21,SOUTH,WATER; COLLECT_FERTILIZER; HARVEST; SOUTH; SOUTH; HARVEST; PLANT CARROT; WEST; COLLECT_FERTILIZER; HARVEST; HARVEST,
2,622,26,22,SOUTH,EAST; EAST; PLANT WHEAT; SOUTH; HARVEST; PLANT CARROT; WATER; NORTH; NORTH; WEST; PLANT WHEAT,
2,623,26,23,HARVEST,HARVEST; WATER; WATER; HARVEST; WATER; WATER; WATER; WATER; WATER,
2,624,27,0,PICKUP WHEAT 5,,SELL FERTILIZER 6; BUY_SEED WHEAT 9; BUY_SEED CARROT 3; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
2,625,27,1,EAST,WEST; PICKUP FERTILIZER 1; WEST; PICKUP WHEAT 5; PICKUP WHEAT 5; WEST; WEST,HIRE; HIRE; HIRE; HIRE; BUY_PRODUCT FERTILIZER 2
2,626,27,2,WEST,WEST; WEST; SOUTH; FEED; FEED; WATER; WATER; EAST; EAST; NORTH; PICKUP WHEAT 2,SELL FERTILIZER 2
2,627,27,3,WEST,WEST; SOUTH; WATER; CARE; CARE; WEST; WEST; NORTH; EAST; NORTH; EAST,
2,628,27,4,FEED,WEST; WATER; SOUTH; COLLECT_FERTILIZER; COLLECT_FERTILIZER; WATER; WEST; NORTH; EAST; NORTH; FEED,
2,629,27,5,CARE,NORTH; WEST; WATER; HARVEST; NORTH; WEST; NORTH; NORTH; NORTH; NORTH; CARE,SELL FERTILIZER 2
2,630,27,6,COLLECT_FERTILIZER,NORTH; WATER; SOUTH; NORTH; FEED; WATER; NORTH; NORTH; NORTH; WATER; COLLECT_FERTILIZER,
2,631,27,7,NORTH,WATER; SOUTH; WATER; FEED; CARE; SOUTH; HARVEST; WATER; WATER; HARVEST; EAST,SELL FERTILIZER 2
2,632,27,8,FEED,WEST; FERTILIZE; WEST; COLLECT_FERTILIZER; COLLECT_FERTILIZER; WATER; EAST; HARVEST; HARVEST; PLANT WHEAT; FEED,
2,633,27,9,CARE,WATER; WATER; WEST; NORTH; NORTH; WEST; EAST; PLANT WHEAT; PLANT WHEAT; WATER; CARE,SELL FERTILIZER 2
2,634,27,10,COLLECT_FERTILIZER,NORTH; EAST; WATER; FEED; FEED; WATER; EAST; WATER; WATER; WEST; COLLECT_FERTILIZER,
2,635,27,11,WEST,WATER; WATER; HARVEST; CARE; CARE; HARVEST; EAST; EAST; SOUTH; WATER; NORTH,SELL STRAWBERRY 14; SELL FERTILIZER 2
2,636,27,12,FEED,HARVEST; SOUTH; PLANT WHEAT; COLLECT_FERTILIZER; COLLECT_FERTILIZER; PLANT WHEAT; HARVEST; EAST; WATER; WEST; NORTH,SELL WHEAT 19
2,637,27,13,COLLECT_FERTILIZER,PLANT WHEAT; WATER; WATER; NORTH; EAST; WATER; EAST; WATER; EAST; WATER; WATER,
2,638,27,14,SOUTH,WATER; SOUTH; WEST; FEED; FEED; SOUTH; SOUTH; SOUTH; WATER; WEST; HARVEST,
2,639,27,15,FEED,SOUTH; WATER; SOUTH; CARE; CARE; WATER; HARVEST; WATER; WEST; WATER; PLANT WHEAT,
2,640,27,16,CARE,SOUTH; HARVEST; WATER; COLLECT_FERTILIZER; COLLECT_FERTILIZER; EAST; WEST; HARVEST; WEST; SOUTH; WATER,
2,641,27,17,COLLECT_FERTILIZER,WATER; PLANT WHEAT; WEST; WEST; SOUTH; WATER; WEST; PLANT WHEAT; NORTH; WATER; EAST,SELL WOOL 3
2,642,27,18,WEST,SOUTH; WATER; NORTH; SOUTH; FEED; HARVEST; PLACE WOOL 12; WATER; WATER; EAST; EAST,SELL WOOL 12
2,643,27,19,FEED,WATER; EAST; WATER; FEED; CARE; PLANT WHEAT; WEST; EAST; WEST; WATER; NORTH,
2,644,27,20,CARE,SOUTH; WATER; HARVEST; CARE; COLLECT_FERTILIZER; WATER; NORTH; WATER; WEST; SOUTH; WATER,
2,645,27,21,COLLECT_FERTILIZER,WATER; WEST; PLANT WHEAT; COLLECT_FERTILIZER; WEST; SOUTH; HARVEST; SOUTH; NORTH; WATER; HARVEST,SELL MILK 9
2,646,27,22,NORTH,WEST; WATER; NORTH; WEST; WATER; NORTH; WATER; NORTH; SOUTH; PLANT WHEAT,
2,647,27,23,WATER,WATER; WATER; CARE; HARVEST; WATER; CARE; WATER,
2,648,28,0,WEST,,HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
2,649,28,1,HARVEST,PICKUP WHEAT 4; NORTH; WEST; WEST; PICKUP WHEAT 6; PICKUP WHEAT 6; WEST; WEST; EAST; NORTH,HIRE; BUY_PRODUCT FERTILIZER 2
2,650,28,2,EAST,PICKUP WHEAT 1; NORTH; SOUTH; WEST; WEST; FEED; WEST; WEST; EAST; NORTH; WEST,
2,651,28,3,PLACE WOOL 4,FEED; NORTH; HARVEST; HARVEST; FEED; CARE; HARVEST; NORTH; EAST; HARVEST; SOUTH,SELL FERTILIZER 13; SELL WOOL 4; SELL WHEAT 6
2,652,28,4,EAST,CARE; WATER; DIG; EAST; CARE; COLLECT_FERTILIZER; DIG; NORTH; EAST; EAST; HARVEST,
2,653,28,5,PICKUP WHEAT 2,COLLECT_FERTILIZER; HARVEST; PLANT WHEAT; HARVEST; COLLECT_FERTILIZER; NORTH; PLANT WHEAT; HARVEST; WATER; SOUTH; WEST,SELL STRAWBERRY 4
2,654,28,6,EAST,NORTH; PLANT WHEAT; WATER; PLACE STRAWBERRY 4; NORTH; FEED; WATER; EAST; HARVEST; SOUTH; WEST,SELL STRAWBERRY 4
2,655,28,7,FEED,FEED; WATER; WEST; SOUTH; FEED; CARE; WEST; EAST; PLANT WHEAT; HARVEST; WEST,
2,656,28,8,CARE,CARE; NORTH; HARVEST; SOUTH; CARE; COLLECT_FERTILIZER; HARVEST; HARVEST; WATER; WEST; HARVEST,
2,657,28,9,COLLECT_FERTILIZER,COLLECT_FERTILIZER; WATER; DIG; HARVEST; COLLECT_FERTILIZER; NORTH; DIG; SOUTH; EAST; PLACE MILK 5; DIG,
2,658,28,10,EAST,NORTH; EAST; PLANT WHEAT; DIG; WEST; FEED; PLANT WHEAT; HARVEST; WATER; WEST; WEST,
2,659,28,11,FEED,FEED; WATER; WATER; PLANT WHEAT; FEED; CARE; WATER; PLACE WOOL 11; HARVEST; WEST; WATER,SELL WOOL 11
2,660,28,12,CARE,CARE; WEST; EAST; WATER; CARE; COLLECT_FERTILIZER; WEST; EAST; PLANT CARROT; WEST; SOUTH,SELL WHEAT 15
2,661,28,13,NORTH,COLLECT_FERTILIZER; WEST; SOUTH; SOUTH; SOUTH; EAST; WATER; EAST; WATER; WEST; WATER,
2,662,28,14,WATER,NORTH; WATER; SOUTH; HARVEST; FEED; FEED; HARVEST; NORTH; NORTH; NORTH; EAST,SELL MILK 14
2,663,28,15,HARVEST,FEED; SOUTH; HARVEST; DIG; CARE; CARE; PLANT CARROT; NORTH; WATER; WATER; WATER,
2,664,28,16,PLANT WHEAT,WEST; CARE; DIG; SOUTH; COLLECT_FERTILIZER; HARVEST; WATER; WATER; NORTH; NORTH; SOUTH,
2,665,28,17,WATER,SOUTH; WEST; PLANT CARROT; WATER; HARVEST; SOUTH; NORTH; EAST; WATER; WATER; WATER,
2,666,28,18,NORTH,FEED; WATER; WATER; HARVEST; WEST; FEED; NORTH; NORTH; NORTH; WEST; SOUTH,
2,667,28,19,NORTH,CARE; NORTH; NORTH; WEST; FEED; CARE; NORTH; WATER; NORTH; WATER; WATER,
2,668,28,20,WATER,WEST; WATER; HARVEST; WATER; CARE; COLLECT_FERTILIZER; NORTH; HARVEST; HARVEST; HARVEST; HARVEST,
2,669,28,21,EAST,WATER; WEST; DIG; WEST; WEST; NORTH; NORTH; SOUTH; WEST; NORTH; WEST,
2,670,28,22,NORTH,NORTH; WATER; WEST; WATER; WATER; NORTH; WATER; WATER; WEST; WATER; HARVEST,
2,671,28,23,WATER,WATER; HARVEST; HARVEST; NORTH; NORTH; WATER; EAST; SOUTH; HARVEST; EAST,
2,672,29,0,PICKUP WHEAT 6,,SELL WHEAT 13; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
2,673,29,1,NORTH,WEST; WEST; WEST; WEST; PICKUP WHEAT 6; WEST; WEST; PICKUP WHEAT 5; NORTH,HIRE; HIRE; BUY_PRODUCT FERTILIZER 4
2,674,29,2,NORTH,WEST; DIG; DIG; WEST; WEST; SOUTH; SOUTH; WEST; NORTH; NORTH; PICKUP WHEAT 6,
2,675,29,3,HARVEST,WEST; WEST; EAST; WEST; FEED; SOUTH; DIG; FEED; NORTH; NORTH; FEED,
2,676,29,4,SOUTH,WEST; WATER; EAST; HARVEST; CARE; BUILD_COOP; WEST; CARE; NORTH; NORTH; CARE,
